TAXON	Woody	Perennial	Plant height	Petiole length	Leaf length	Leaf width	"Leaf shape"	"Inflorescence type"	"Sepal number"	Sepal length	Sepal width	"Sepal color"	"Sepal shape"	"Petal number"	Petal length	Petal width	"Petal color"	"Petal shape"	Stamen number	Stamen length	Style length	Seed length	"Flowering time"	Habitat	Elevation	Name source	Special characters	Notes	High missing	Presence %
Sedum_gypsicola	1	0	5-18(-30)	0	0.3-1(-2)		linear, cylindrical, ovoid-globose, semiterete, terete	corymbs, cymes	5	<=1.5			ovate, triangular	5	1.5-4.5		white, pink	lanceolate			<=1					Original				0.652173913
Sedum_gypsophilum	1	0	<=30		0.5-1.2	0.1-0.3	ovate, ovate-lanceolate	cymes		4-5			narrowly ovate		10	2-3	white							Gypsum rocks		Original				0.52173913
Sedum_hakonense	1	0	6-8		0.5-2.5	(0.1-)0.2-0.3	narrowly oblanceolate	cymes	4(-5)	0.5-1			triangular	4(-5)	4-4.5		yellow	ovate-lanceolate, suboblong	8			1-1.4	summer	Cool-temperate mountain forests, on rocks or tree trunks [i.e. epiphytic]	1600-1700	Original				0.739130435
Sedum_hemsleyanum	1	0	3-38		1.3-5.9	0.4-1.3	oblanceolate-oblong, obovate, lanceolate, linear-lanceolate	paniculate	5	2.3-8	1.4-3.9	green	ovate, elliptic	5	5.5		white	ovate, lanceolate							1340-2000	Original				0.695652174
Sedum_henrici-robertii	1	0,1	1-3		0.25-0.5	0.07-0.07	broadly linear, subovate	corymbs	5	3			lanceolate, subovate	5	3		white	suboblong	10	1.4-1.9		1	summer	Rocks, stony places	3800-5000	Original				0.782608696
Sedum_hintonii	1	0	24		1.5-5	0.3-1	narrowly oblong, elliptic	cymes	5	2-2.5	1.2		elliptic-ovate	5	4-5		white	oblong-lanceolate								Original				0.652173913
Sedum_hirsutum	1	0	5-12(-15)	0	0.3-1.2(-1.5)		oblanceolate, semiterete	cymes	5(-6)	<=2.5			oblong	5(-6)	3-8		white	ovate, lanceolate								Original				0.608695652
Sedum_hispanicum	1	0,1	5-15	0	0.4-2	0.1-0.2	linear, oblong, semiterete	cymes	5-9	2	1	green	broadly triangular	5-9	4-5(-7)		white	lanceolate					spring, summer	Rocks and waste places	0-1000	Original				0.782608696
Sedum_holei	1	1	11-18.5		0.4-1.7		linear		5	4-5			linear-oblong	5	4.5-6		white	lanceolate, oblong							4000	Original				0.52173913
Sedum_hultenii	1	0			0.6-3.5		obovate, orbicular	corymbs	5-6	2.5-3.5			linear-lanceolate	5-6	5		pale yellow	subovate						Shady slopes	1300	Original				0.52173913
Sedum_humifusum	1	0			0.3-0.4	0.4	obovate, suborbicular	solitary	5	2-3				5	6-10		yellow	subovate								Original				0.52173913
Sedum_jaccardianum	1	0			1-2		obovate-spatulate	cymes	(5-)6(-10)	<=4			oblong	(5-)6(-10)	7		yellow	oblong			1			Limestone rocks	1600-2800	Original				0.565217391
Sedum_jaliscanum	1	0	5-15		0.9-3.8	0.3-0.9	ovate, orbicular, reniform	cymes	(4-)5(-6)	1.8-13.1	0.6-2.5	green	linear-lanceolate, elliptic-oblong, oblanceolate	(4-)5(-6)	4.5		white	lanceolate, elliptic-lanceolate							1570-2300	Original				0.695652174
Sedum_japonicum	1	0	10-20		7-10	0.2-0.3	linear-spatulate	cymes	5	2-4			linear-oblong, subtriangular	5	6-7	1.5	yellow	oblong-lanceolate	10		1		spring, summer	Shady moist places on slopes	<=1000	Original				0.782608696
Sedum_jurgensenii	1	0			0.4-0.8(-1.5)	0.2-0.3	triangular-ovate, narrowly triangular-ovate, triangular-lanceolate, subterete			2.5-5					3-4.5	1.6-2	white	elliptic					fall, winter	Cliffs and rocky slopes	1100-2900	Original				0.47826087
Sedum_laconicum	1	0	4-15	0	0.5-0.8		broadly linear, narrowly ellipsoid	cymes	5	2.5-3			linear-oblong	5	6		yellow, stripes-red	lanceolate	10					Limestone, mountains		Original				0.652173913
Sedum_lagascae	1	1	(6-)8-16(-25)		0.5-1.1	0.1-0.25	linear		5	1-2.5	0.4-0.8		narrowly lanceolate	5	5-8	1-2	white, pink, purple	elliptic	10			0.5-0.7		Moist places in alpine pastures	1000-2000	Original				0.739130435
Sedum_lanceolatum	1	0	3-10	0	0.44-1.06	0.15-0.32	lanceolate, elliptic-lanceolate, elliptic-ovate, subterete	cymes	5	3	1.5	pale green, yellow-green	ovate, lanceolate	5	7.5		yellow	lanceolate, elliptic-lanceolate, linear-lanceolate					spring, summer, fall	Gravel, crevices of rocks in open situations, rocky meadows, boreal steppe, open, dry, sandy areas	<=3660	Original				0.782608696
Sedum_lancerottense	1	0	10	0	0.5-0.6		subovate, ovate, terete	cymes	5	4			ovate	5	5-6		pale yellow	oblong								Original				0.608695652
Sedum_liebmannianum	1	0	<=15		0.4-0.6		suboblong, ovate	cymes	5	3-5			linear, lanceolate	5	5-6.5		white	suboblong							2500	Original				0.565217391
Sedum_lineare	1	0	10-30	0	0.7-3	0.2	linear, broadly oblanceolate	cymes	5	1.5-7(-11)	2	yellowish-green	linear-lanceolate	5	4-9		yellow	oblong	10				spring	Low mountains, rocks on grassy slopes, etc.	100	Original				0.826086957
Sedum_longipes	1	0			0.45-1.54	0.15-0.7	elliptic, oblanceolate, subterete	cymes	5	3.1-5.5	1.2-2.1	pale green	ovate-elliptic, elliptic	5	5		pale green, purple	lanceolate, elliptic-oblong, elliptic								Original				0.652173913
Sedum_lydium	1	0	5-10		0.6		linear, terete	corymbs	5	2				5	3		white							Damp mossy places on mountains		Original				0.47826087
Sedum_magellense	1	0	6-15		0.6-1	0.4-0.8(-1)	obovate-oblong, subspatulate	racemes	5	1.5			triangular-oblong	5	4		white	lanceolate	10					Mountains		Original				0.652173913
Sedum_makinoi	1	0	<=20		0.7-1.5	0.3-0.8(-1)	spatulate, obovate	cymes	5	1-2			linear-spatulate	5	5-6		yellowish	subulate, subulate-lanceolate						Rocks in mountains, and on stone walls		Original				0.608695652
Sedum_mexicanum	1	0	8.5-30		0.9-1.7	0.19-0.3	linear, linear-lanceolate	cymes	5	3.3-4.7	0.9-1.6	green	lanceolate	5	3.3-4.7	1.3-1.8	yellow	elliptic					summer		0-100	Original				0.782608696
Sedum_meyeri-johannis	1	0			<=2.5	0.8	oblong-spatulate, oblong-lanceolate	cymose, corymbose	5	2.5-5			oblong-ovate, oblong-lanceolate	5	4.5-7	2-2.4	yellow	lanceolate, oblong			1			Epiphyte in upland forest, or terrestrial heathland herb	1800-4350	Original				0.652173913
Sedum_microcarpum	1	1	5-12	0	0.4-1		linear, semiterete	cymes	3-5	0.5				3-5	1		pinkish-white							Rocky limestone hills, in vernal pools, hollows, and crevices flooded by winter rains	100-600	Original				0.52173913
Sedum_mocinianum	1	0			0.8-2.5	0.6-1.1	elliptic, oblong-elliptic	thyrsoid	5	2.5-3	1.5-2			5	5	3	white	oblong-lanceolate						On igneous rock walls	2400	Original				0.608695652
Sedum_modestum	1	1	10(-20)		1-2(-4)	0.3-1.2	spatulate, obovate, oblong-obovate	cymes	(5-)6(-8)	2-2.5			oblong	(5-)6(-8)	5-7	3	yellow	lanceolate, elliptic						On limestone		Original				0.652173913
Sedum_montanum	1	0			1-1.5		linear	corymbs	(5-)6(-8)	3-7(-10)			triangular, triangular-lanceolate	(5-)6(-8)	8-10(-12)		yellow	oblong								Original				0.52173913
Sedum_moranense	1	0	<=20		0.2-0.67	0.12-0.28	ovate, lanceolate	cymes	5(-7)	1.9-4.4	0.5-1.9		ovate, lanceolate	5(-7)	5.5		white	lanceolate								Original				0.652173913
Sedum_morganianum	1	0			1.5-3	0.5-0.8	oblong-lanceolate, elliptic, subterete	corymbs	5	5-9			triangular	5	10-12		red-purple	lanceolate								Original				0.565217391
Sedum_morrisonense	1	0	8-10		0.6(-1.5)	0.15(-0.3)	oblong-lanceolate	cymes	5	3			oblong-linear	5	6.5		yellow	oblong-linear, lanceolate	10				summer	Mountainous areas	2500-3900	Original				0.695652174
Sedum_mucizonia	1	1	<=15(-20)	0	0.7-1.8(-2)	0.2-0.5(-0.8)	elliptic, oblong, narrowly ovate, subterete	cymes	5	1.5-5			lanceolate	5	7-14		white, pink				1					Original				0.652173913
Sedum_multicaule	1	0	7-15		1-1.5	0.1-0.2	broadly linear, narrowly oblong, ovate	cymes	5-7	5-6.5				5-7	4.5-6		yellowish	suboblong	10			0.5-0.7	summer	Rocks on forested slopes, rock crevices, rock walls	1300-3500	Original				0.695652174
Sedum_multiceps	1	0	<=15	0	0.4-1	0.1-0.2	linear, linear-oblong	corymbiform	5(-7)	3			broadly linear, oblong	5(-7)	6		yellow	broadly ovate, oblong-lanceolate			1			Mountains		Original				0.695652174
Sedum_nagasakianum	1	0	10-20		0.5-1.5		broadly spatulate-oblong, obovate		5	2.5-5			broadly oblanceolate, suboblong	5	6-7		yellowish	linear-lanceolate						On rocks along the coast		Original				0.52173913
Sedum_nokoense	1	0	9-20		0.6-1	0.3-0.5	spatulate	cymes	5	3	1		subspatulate, linear-lanceolate	5	5	1.5	yellow	linear-lanceolate	10			0.8	summer	Mountains	2500-3500	Original				0.826086957
Sedum_nudum	1		6-10(-20)	0	0.3-0.6(-0.9)		narrowly linear, oblong, terete, subterete	cymes	5	2			ovate	5	3-4		yellow	narrowly oblong-elliptic						Costal regions	500	Original				0.565217391
Sedum_nussbaumerianum	1	0			2.2-3.9	1-1.6	oblanceolate-elliptic, subterete	cymes	(4-)5	2.5	1.5	pale green	ovate	(4-)5	7.5		white	lanceolate								Original				0.652173913
Sedum_oaxacanum	1	0			0.3-0.6		oblong, obovate	corymbs	5	3-4			linear, narrowly triangular	5	7-8		yellow	suboblong							3500	Original				0.52173913
Sedum_obcordatum	1	0			0.7-2.9	0.6-2.5	obcordate, obovate, suborbicular	cymes	(4-)5(-6)	6.5-15.1	2.3-5.9	pale green	oblanceolate-oblong, elliptic-oblong	(4-)5(-6)	10		yellow	lanceolate								Original				0.652173913
Sedum_obtrullatum	1	0,1	3-8		0.4-0.5	0.15	linear-lanceolate, ovate-lanceolate	corymbose	5	3.5-4.2	0.8-1.2		lanceolate, lanceolate-oblong	5	2.5		red	obtrullate	5(-10)			0.6-0.7	summer	Mountain slopes along rivers	2400-3300	Original				0.782608696
Sedum_obtusatum	1	0			0.6-2.2	0.4-1	oblanceolate, spatulate	panicles	5	4	2	glaucous	ovate, lanceolate	5	7.5		white, yellow	oblanceolate-oblong, spatulate, ovate					spring, summer	On granite to diorite outcroppings, mostly on western slopes, granite outcrops	300-3660	Original				0.695652174
Sedum_obtusipetalum	1	1	4-15		0.4-1.1	0.08-0.25	lanceolate, oblong-lanceolate	cymes	5	3-6	0.9-1.8		linear, broadly lanceolate	5	6-8.5	0.9-2.5	yellow	oblong-elliptic, linear, linear-lanceolate, broadly lanceolate	10	4.5-5	1-2	0.5	summer, fall	Rocks on forested slopes, moist soil and sandy places	2000-3700	Original				0.913043478
Sedum_ochroleucum	1	0	15-30		1-1.5	0.1-0.25	linear-oblong, terete	corymbs	5-8	5-7	1-2	gray-green	triangular	5-8	8-10		cream, greenish-white	triangular	10-16				spring, summer	Disturbed areas, roadsides, fields	0-300	Original				0.782608696
Sedum_onychopetalum	1	0	8-12		0.6-1.1	0.1-0.15	broadly linear, lanceolate	cymes	5	2.5	0.8		suboblong	5	5	1.2	yellow	lanceolate	10	3-4	1	0.5	spring	Shady moist rocks in open places	200	Original				0.913043478
Sedum_oreades	1	0	2.5-14		0.3-0.9	0.1-0.15	lanceolate, broadly oblong	corymbs	5(-7)	5-6	1.5-2		lanceolate	5(-7)	6-12	2.5-3.5	yellow	obovate	10	2.5-3.5			summer	Stony places	3000-4500	Original				0.826086957
Sedum_oreganum	1	0	8-13	0	0.7-1.2	0.44-0.9	cuneate, spatulate	corymbs	5	3.5	2	green	ovate-lanceolate	5	10.5		yellow	subquadrate, spatulate					summer	Rocky islets, rocks on sea cliffs and bluffs	0-500	Original				0.782608696
Sedum_oregonense	1	0	6-28		1-3.6	0.5-1.6	obovate, oblanceolate	panicles	5	3.5	0.5	greenish	ovate	5	5-9(-11.5)		whitish	elliptic-oblong, oblanceolate-oblong					spring, summer	Gravel, mats of Selaginella or moss on rocky slopes and ledges, crevices of cliffs	1190-1590	Original				0.739130435
Sedum_oryzifolium	1	0			0.4-0.7		linear-elliptic, linear-ovate	cymes																On rocks near  the coast		Original				0.217391304
Sedum_oxypetalum	1	0	<=100		1.1-5.7	0.5-2.1	oblanceolate, obovate	cymes	(4-)5(-6)	1.5-4.4	0.6-1.3	green	lanceolate	(4-)5(-6)	6	1.5	white, pink	lanceolate						On conglomerate		Original				0.739130435
Sedum_pachyphyllum	1	0	5-30		1-4	0.6-1	oblong-oblanceolate, terete	corymbs	5	3.5-5			clavately oblanceolate	5	5-7		yellow	subovate								Original				0.608695652
Sedum_palaestinum	1	1	10		<=0.1		oblong, narrowly eliptic, broadly linear, terete, semiterete	cymes		1-1.5					4-7		white, pink, rose-coloured	ovate-elliptic, lanceolate			1-1.5					Original				0.47826087
Sedum_pallidum	1	0	7-15	0	0.6-1		linear, linear-oblong, terete, subterete	cymes	5				triangular	5			white, pink	lanceolate								Original				0.52173913
Sedum_palmeri	1	0	15-25		1-3		narrowly spatulate, broadly ovate, obovate	panicles, corymbs	5-7	4-5.5			oblong	5-7	6-7		orange-yellow	oblong								Original				0.565217391
Sedum_platysepalum	1	0	8-12		0.6-1		lanceolate	corymbs	5	5-8.5 	1.5-2.5		oblong, ovate	5	6.5-7.5 	2.4-2.8	yellowish	lanceolate	10	2.5-6.5			summer, fall	Forest margins, rocks in forests, alpine summits, stony places	3200-4000	Original				0.782608696
Sedum_plicatum	1	0	15-20		0.6-0.8	0.1-0.15	triangular-ovate			3.5	1.5		oblong-ovate	5-8	3					5	2-3				2200-2500	Original				0.565217391
Sedum_polytrichoides	1	0	5-10		0.5-1.5	0.1-0.2	linear-lanceolate, oblong	corymbs	5	1.5-2			triangular	5	5-6		yellow	narrowly lanceolate	10			1	summer, fall	Near the coast and mountain forests at moist rocky places in shade	1000	Original				0.739130435
Sedum_praealtum	1	0	<=75		6	15	oblanceolate	panicles	5					5	6-9		bright yellow	lanceolate	10					coastal rocks, dry, stony ground		Original				0.565217391
Sedum_pruinatum	1	0	7-30		1-1.9		linear	cymes	(5-)6(-7)	(4-)5(-6)			triangular-ovate	(5-)6(-7)	8-12		pale yellow									Original				0.52173913
Sedum_przewalskii	1	0,1	1.5-3		0.2-0.4		broadly lanceolate, ovate	cymes	5	2-2.5			suboblong, subovate	5	3-3.5		white, yellowish	broadly oblong	5	3		0.8	summer	Dry grassland on high mountain slopes, rocks	2400-5400	Original				0.739130435
Sedum_pubescens	1	1	<=20	0	0.6-1.5		oblong, linear-oblong, terete, subterete	cymes	5-6	1-1.5			ovate-oblong, oblong	5-6	5-6		yellow	narrowly lanceolate								Original				0.608695652
Sedum_quevae	1	0	20-40		0.5-3.8	0.3-0.7	oblanceolate, elliptic-oblanceolate, spatulate-oblong, subovate	panicles, corymbs	5	2-7	0.8-2.4	green	oblong	5	5-7		white	triangular-oblong, ovate							1900-2400	Original				0.695652174
Sedum_reniforme	1	0			0.2-0.3	0.3-0.4	broadly triangular, subreniform	cymose		3	1				4	1.5-2	greenish-white			3.5					2600	Original				0.52173913
Sedum_retusum	1	0	30-50		1-1.7		broadly spatulate	corymbs	5	2.5-5			broaldy oblanceolate-spatulate	5	6-6.5		white, reddish	lanceolate							2000-2700	Original				0.565217391
Sedum_roborowskii	1	0,1	3-5		4-7.5		broadly lanceolate, ovate	cymes	5(-6)	2			oblong, ovate	5(-6)	3-4.5	1	white, yellowish	oblong	5-12		0.5-0.7	0.7	summer, fall	Forested slopes, shady rocks, alluvial banks	2200-4500	Original				0.782608696
Sedum_rubrotinctum	1	0	>=15		0.4-2.1	0.2-0.8	clavate, terete	cymes	5(-6)	3.5-5	0.8-1.8	greenish-red	linear-oblong, oblanceolate	5(-6)	6.6	2.2	yellow	lanceolate								Original				0.739130435
Sedum_rupestre	1	0	15-35		1-1.5	0.1-0.3	linear, oblong	corymbs	(5-)7(-9)	3-4	1.5-2	yellowish-green	triangular-ovate	(5-)7(-9)	6-7		yellow	oblong	10-14				spring, summer	Rock ledges	0-2000	Original				0.782608696
Sedum_ruwenzoriense	1	0			0.5-2	0.3	oblong, oblong-ovoid	cymes, corymbs	5	1.5-2				5	4-6		yellow	oblong-lanceolate, oblong			1			Generally on rocks	2400-4500	Original				0.565217391
Sedum_sarmentosum	1	0	10-25		1-2.5	0.4-0.6	broadly oblanceolate, lanceolate, linear	cymes, corymbs	5	3.5-5	0.8-1.5	green	broadly lanceolate, oblong	5	5-8		yellowish	lanceolate, oblong	10			0.5	spring	Shady places, rocks, etc.	0-500	Original				0.826086957
Sedum_satsumense	1	0	5-10	0	1-2.2	0.6-0.9	narrowly ovate, obovate-spatulate	corymbiform		6-7			narrowly oblanceolate		7-8		yellow	narrowly lanceolate			1-1.5		spring, summer	On rocks		Original				0.652173913
Sedum_sediforme	1	0	25-60		<=2		oblong, elliptic, subterete	corymbs	5-8	2-3		green	triangular	5-8	5-8		greenish-white, cream	oblong	10-16					dry, rocky or stony ground		Original				0.652173913
Sedum_sedoides	1	0	8-12		1-2		oblong-spatulate, ovoid	panicles	6-8	2-3		green	triangular	6-8	5-8		greenish-white, cream	oblong							2000-3000	Original				0.608695652
Sedum_sexangulare	1	0	6-15		0.3-0.6	0.08-0.2	cylindrical, linear	cymes	5(-6)	0.8-1 	0.4-0.5	yellowish-green	linear-elliptic	5(-6)	4-6		yellow	lanceolate				0.3	spring, summer	Roadsides, waste places	0-500	Original				0.782608696
Sedum_spathulifolium	1	0	3-14		0.71-1.92	0.46-0.93	spatulate	cymes	5	2.5	1.5	green, yellow-green	lanceolate, linear-lanceolate, oblong-ovate, obovate	5	7		yellow	linear, oblanceolate					spring, summer	Shaded situations and glades on cliffs and rocky slopes	0-1600	Original				0.739130435
Sedum_stefco	1	0	7		0.4-0.5	0.15	elongate-ovoid	cymes	4					4	4-5		pale pink	lanceolate	8					Rocky places in mountians, usually on serpentine	500-1750	Original				0.565217391
Sedum_stellariifolium	1	0,1	10-15	0.4-0.8	0.7-1.5	0.5-1	obovate-rhomboid	cymes	5	1-2			lanceolate, oblong	5	3-5		yellow, pale yellow	lanceolate-oblong	10				summer	Montane regions, shady gravelly or rocky places	400-3400	Original				0.739130435
Sedum_stelliforme	1	0	5-12		0.4-0.9	0.1-0.2	linear, oblanceolate	cymes	5-6	3	0.7-1.5	blue-green	linear, oblong	5-6	4		white	oblong					summer	Grassland, moist areas, moist cliffs in conifer forests	300-3000	Original				0.739130435
Sedum_stenopetalum	1	0			0.43-1.38	0.14-0.27	lanceolate-linear, oblong-elliptic, subterete	cymes	5	2-3.7	0.9-1.7	pale green, yellow-green	lanceolate, ovate	(3-)5(-8)	5.4-8		yellow, white	lanceolate, elliptic					spring, summer	Cliffs, talus slopes, rocky meadows, open woods or aspen groves, scab-land	300-3100	Original				0.695652174
Sedum_suaveolens	1	0	<=3		5-6	3-4	obovate	cymes	5	9-12	3-5		oblong	5	10-12	4	white	oblanceolate	10		2	0.6-0.7		Shaded cliff faces	1150	Original				0.826086957
Sedum_subtile	1	0	5-10		0.5-1.5(-2)	(0.1-)0.3-0.5	obovate	cymes	5	4-5			narrowly lanceolate, broadly linear	5	5		yellow	lanceolate	10	4	2		spring, summer	Shady moist rocks on low mountains	1000-1500	Original				0.782608696
Sedum_subulatum	1	0		0	0.9-2	0.15	subulate-linear, terete	corymbose	5	2			ovate	5	5-6		white	oblong-ovate						Stony open places	1000-2500	Original				0.608695652
Sedum_surculosum	1	0			<=2		obovate, obovate-oblong	cymes	5-7	2			ovate	5-7	3.5	2	yellow	ovate-oblong							2400-3800	Original				0.565217391
Sedum_tenellum	1	0	<=10	0	0.3-0.5	0.1-0.15	oblong, terete	corymbs	5				oblong-lanceolate	5	3-4		white, pink	ovate, ovate-lanceolate						Rocky places generally above the timber line	2000-3000	Original				0.608695652
Sedum_ternatum	1	0	4-20		1-1.7	0.7-1.1	obovate, obovate-spatulate, elliptic	cymes	4(-6)	3.5	1	pale yellow-green	lanceolate-oblong, elliptic	4(-6)	5.4-8.9		white	elliptic-lanceolate					spring, summer	Deciduous forests	50-1700	Original				0.739130435
Sedum_tosaense	1	0	12		1.2-2 	0.5-1	spatulate	cymes	5				oblong-linear, linear-spatulate	5			yellow	oblong-lanceolate					spring, summer	On limestone rocks		Original				0.565217391
Sedum_treleasei	1	0	<=20		1-3.5		oblong, subovate, subterete	corymbs	5	3-5			linear, oblanceolate	5	5.5		yellow	lanceolate, subovate								Original				0.565217391
Sedum_triactina	1	0	7-35		0.7-3.5	0.7	spatulate-oblong	corymbs	5	1	0.3-0.4		broadly linear, oblong	5	4-6.5	2-3	pale yellow	broadly oblong	10		1	0.6	summer	Rocks in mixed forests and valleys near water, mossy rocks in alpine Rhododendron thickets, shady moist rocks in valleys, rock crevices in alpine zone	2200-3700	Original				0.869565217
Sedum_trichromum	1	0			1-1.8	0.64-0.7	elliptic, elliptic-lanceolate	cymes	5	6.5-9		greenish	lanceolate	5	7-10	3-4	dark purple	lanceolate	5						2000	Original				0.695652174
Sedum_trullipetalum	1	0	0.1-8		0.5-1		oblong, narrowly triangular	corymbs	5	4-6.5			oblong	5	6-10		yellowish	ovate	10	4.5-5.5	<=1	0.6	summer, fall	Granitic rocks, grassy meadows on alpine summits, rocks and rock crevices	2700-4400	Original				0.782608696
Sedum_tsinghaicum	1	0,1	5-6		0.3-0.6		ovate	cymes	5	2.5-3			narrowly ovate	5	3		yellow	oblong	10			0.8	summer, fall	Cliffs or slopes and river banks	3800-4100	Original				0.695652174
Sedum_tuberiferum	1	0	<=12	0	0.3-0.8		linear-oblong, lanceolate-spatulate	cymes	5	2.5-3				5	<=6		pale yellow	oblong-lanceolate						Mountains, rocky slopes and stony meadows, rocks or cliffs, open places in forests	1500	Original				0.565217391
Sedum_ulricae	1	0,1	3-6		0.45-0.7		broadly linear, suboblong	corymbiform cymes	5	4-4.5			linear, oblanceolate	5	3.6-4	1-1.2	white, yellowish	lanceolate	5-10			1	summer	Forests, mountain summits, gravelly slopes	3000-4500	Original				0.739130435
Sedum_uniflorum	1	0	5-7		0.4-0.8	0.2	narrowly oblong, cylindrical	cymes, solitary	5	3	1		oblong-linear	5	3.5	1.5	yellow	ovate-spatulate	10			0.5	spring	On rocks near the coast to subalpine and alpine zones, on stone walls or on roofs, sandy places at the coast		Original				0.826086957
Sedum_ursi	1	0		0	0.8-1.2		oblong, terete	cymes	5	<=2.5			oblong	5	4-5		yellow	elliptic						Mountains		Original				0.565217391
Sedum_urvillei	1	0	5-20		0.8		linear-oblong	cymes	5				lanceolate	5	5-7		yellow	lanceolate						On rock ledges and in pockets, rocky slopes and stony meadows, on limestone	800-2450	Original				0.52173913
Sedum_versadense	1	0			1-2.7	0.3-1.46	obovate, spatulate	cymes	(4-)5(-6)	5-8.1	2.2-3.6	green	oblanceolate-elliptic, oblong	(4-)5(-6)	5.5		pink-white	lanceolate-elliptic, elliptic								Original				0.652173913
Sedum_villosum	1	0,1	5-15(-30)		0.3-0.8	0.14-0.19	linear, subterete	corymbs	5	2-4	1-1.5	green	lanceolate, ovate-elliptic	5	3.-4.5		pink-red	elliptic-ovate	(5-)10				summer	Wet places and seepages, calcifuge	1350-3000	Original				0.782608696
Sedum_vinicolor	1	0			0.4-0.6		lanceolate, ovate	cymes	5	2.5-3		purplish	ovate	5	4.5-5		greenish-white, purplish	oblong								Original				0.565217391
Sedum_wrightii	1	0	10.5		0.9	0.4	elliptic, oblanceolate-oblong	cymes	4-7	4-7.5	3.5	green	elliptic, lanceolate-oblong	4-7	5-8		white	oblanceolate-oblong				0.52-0.63	summer, fall	Partial shade	330-2300	Original				0.782608696
Sedum_zentaro-tashiroi	1	0	<=15				linear-spatulate, obovate-spatulate	cymes	5				linear-lanceolate	5			yellow	ovate-lanceolate						Low mountains on the floor of thickets in semi-shade		Original				0.434782609
Semiliquidambar_cathayensis	0	0	15-20	1.7-4	5-13	3-6	elliptic, ovate-elliptic, oblong, ovate-oblong														3-6		spring, summer	forests	1000	Original				0.391304348
Semiliquidambar_caudata	0	0	10	1.5-4.5	4-10	2-4.5	ovate, ovate-elliptic, oblong-ovate														3-4		spring, summer	forests	600-1000	Original				0.391304348
Semiliquidambar_chingii	0	0	25	2-4.5	6-10	3-5	elliptic, oblong														4-6		spring, summer	forests	1000	Original				0.391304348
Sempervivum_altum	1	0		0			oblanceolate	cymes					lanceolate		12	3	red-purple								1500-2000	Original				0.391304348
Sempervivum_annae	1	0		0	2-2.5	0.4-0.5	lanceolate	cymes		4	1		lanceolate				pale rose, purple, white							subalpine region on rocks in pine-meadows		Original				0.47826087
Sempervivum_arachnoideum	1	0	4-12	0	0.5-1.2	0.3-0.5	oblong, oblanceolate, oblong-obovate	cymes	8-10	4-5			lanceolate	8-10	7-10	3	bright reddish-pink	lanceolate, rhombic	16-20		2			mountains		Original				0.782608696
Sempervivum_armenum	1	0		0	1-3		ovate-lanceolate, spatulate	cymes					lanceolate				pale yellow, greenish, purplish							limestone gravel and rocky igneous slopes and screes	1200-3200	Original				0.347826087
Sempervivum_artvinense	1	0		0	2.5	0.7	oblong-lanceolate	cymes		3-3.5			ovate		11	2.5	yellowish-white							igneous rocks	2200	Original				0.52173913
Sempervivum_atropatanum	1	0		0	1.5	0.7	oblong-elliptic	cymes		4-5		purple	triangular		9-10	1.5	pale yellow	oblong			1.5				1950	Original				0.652173913
Sempervivum_borissovae	1	0		0	2.2	0.9	obovate	cymes		<=8		reddish	lanceolate				deep rose	lanceolate						between rocks on a ridge	1850	Original				0.52173913
Sempervivum_brevipilum	1	0		0	1-2	0.75	ovate	cymes					ovate		5-7		greenish-yellow							limestone crevices	1700-2300	Original				0.434782609
Sempervivum_calcareum	1	0		0	2-6	1-1.5	oblong	cymes	10-12	7-8			lanceolate	10-12	7-8	2	pale pink, greenish-white	narrowly lanceolate						limestone rocks		Original				0.652173913
Sempervivum_cantabricum	1	0	<=16	0	2-3.5	1	oblong-obovate	cymes	9-12				lanceolate	9-12	9-10	2	red, pink, white	narrowly lanceolate	18-24					rocky places	2100-2300	Original				0.695652174
Sempervivum_caucasicum	1	0		0	2	0.8	spatulate	corymbiform					lanceolate				rose-red, purple	linear-lanceolate						sandy and calcareous soils, schistose rocks, in alpine and subalpine regions	1300-2600	Original				0.434782609
Sempervivum_charadzeae	1	0		0			spatulate	corymbose		5-6		green, purplish	lanceolate		11	2.5	rose, pale-rose	linear-lanceolate						submontane regions on rocks in forests		Original				0.52173913
Sempervivum_ciliosum	1	0	4-10	0	0.7-1(-2.5)	0.3-0.4(-0.6)	oblong-lanceolate, oblong-oblanceolate	cymes	12-14	5-7		reddish-brown, purple	lanceolate	12-14	10-12	1.5	yellow	linear-lanceolate	24-28		<=4					Original				0.826086957
Sempervivum_davisii	1	0		0	1.5-2	1	oblanceolate, obovate	cymes		2-2.5			ovate-lanceolate		8-10	2	grey-green, reddish-brown	lanceolate						igneous rocks on grassy slopes	700-2300	Original				0.565217391
Sempervivum_dolomiticum	1	0	10	0	1-1.5	0.3-0.5	oblong-lanceolate	cymes	10-12	6		deep purple	lanceolate	10-12	9-10	2	deep reddish-pink, reddish-brown	lanceolate	20-24					dolomite and basalt rocks	1600-2500	Original				0.782608696
Sempervivum_dzhavachischvilii	1	0		0	1.5-3.8		lanceolate	corymbose					linear-lanceolate				purple, reddish, white	linear-lanceolate								Original				0.391304348
Sempervivum_furseorum	1	0		0	2.5-3.5	0.7	obovate, oblong-spatulate	cymes					linear-lanceolate		12	1	whitish-green							rock slopes	1800-2500	Original				0.47826087
