TAXON	Woody	Perennial	Plant height	Petiole length	Leaf length	Leaf width	"Leaf shape"	"Inflorescence type"	"Sepal number"	Sepal length	Sepal width	"Sepal color"	"Sepal shape"	"Petal number"	Petal length	Petal width	"Petal color"	"Petal shape"	Stamen number	Stamen length	Style length	Seed length	"Flowering time"	Habitat	Elevation	Name source	Special characters	Notes	High missing	Presence %
Sempervivum_gillianii	1	0		0	3	1	oblong-spatulate	cymes		10	2		ovate-lanceolate				greenish-yellow							rocky limestone slopes	1800-2100	Original				0.47826087
Sempervivum_giuseppii	1	0	12	0	1.2-1.6	0.7	obovate	cymes	9				lanceolate	9	10	3	red	narrowly lanceolate	18					rocky places		Original				0.695652174
Sempervivum_glabrifolium	1	0		0	1	0.5	ovate-lanceolate, spatulate	corymbiform					ovate		6-7		pale yellow, greenish	linear, lanceolate-linear						igneous conglomerates	300-730	Original				0.47826087
Sempervivum_globiferum	1	0		0	1-2(-3)	0.5-0.7	oblong	cymes					lanceolate				pink, purple, yellow, white				4-5			calcifuge, usually at low altitudes on dry sandy sites, mainly in pineforest, also along rocky river banks, mainly in mountains		Original				0.434782609
Sempervivum_grandiflorum	1	0	10-20	0	3-6(-12)	<=1	oblong-cuneate	cymes	12-14	5-7		yellow, greenish-yellow	lanceolate	12-14	10-20	2-3	yellowish, purple	linear-lanceolate	24-28		<=3			rocky places		Original				0.826086957
Sempervivum_heuffelii	1	0		0	2-6	1-1.5	oblong-obovate	cymes		6-10		greenish-yellow, red	linear-lanceolate		10-12		yellow, yellowish-white	oblong-obovate			2					Original				0.608695652
Sempervivum_ingwersenii	1	0		0	1.5	0.75	obovate, ovate	cymes		6		reddish	lanceolate				red								2135	Original				0.47826087
Sempervivum_iranicum	1	0		0	2.5-3	1-1.5	oblong	corymbs		6		yellowish-green	lanceolate		14	2	white, pink									Original				0.565217391
Sempervivum_kosaninii	1	0	15	0	3	0.9	oblanceolate	cymes		7-9			linear-lanceolate		10	1	greenish, reddish-purple	linear			3-3.5			limestone	1800-2000	Original				0.652173913
Sempervivum_leucanthum	1	0	15-20	0	2-3.5	0.8-1	oblong-spatulate	cymes	11-13	5		green, purple	lanceolate	11-13	10-13	1	whitish, greenish-yellow	oblong-lanceolate, linear-lanceolate	22-26		3			mountains		Original				0.826086957
Sempervivum_macedonicum	1	0	7-10	0	1.5-2	0.5	broadly oblanceolate	corymbose	11-12				lanceolate	11-12	8-10		pinkish-lilac	narrowly lanceolate	22-24					rocky places		Original				0.652173913
Sempervivum_marmoreum	1	0	20	0	2.5-3	1.2	obovate, obovate-spatulate, lanceolate, oblong	corymbiform	12	5-6.5		reddish-green	lanceolate	12	8-10		red, whitish, pink, white, red-striped, reddish-purple, red-purple	linear-lanceolate, oblong-lanceolate	24		2			alpine and subalpine rocks	1000-2500	Original				0.782608696
Sempervivum_minus	1	0		0			oblanceolate, oblong-elliptic	cymes		2.5			lanceolate		8	2.5	pale yellow				2.5-3				600-2000	Original				0.47826087
Sempervivum_minutum	1	0		0	1.2-1.8	0.5-0.7	obovate	cymes					lanceolate				reddish-pink, darker red								1650-2150	Original				0.391304348
Sempervivum_montanum	1	0	5-10(-20)	0	1(-4)	0.3-0.7	obovate-cuneate, obovate, oblanceolate	cymes	11-13	5		purplish	lanceolate, oblong	11-13	12-20	2	white, red, yellowish, dull purple, purple	linear-lanceolate	22-26		2-3			mountain ranges		Original				0.826086957
Sempervivum_nevadense	1	0	12	0	1.2-1.8	0.5-0.7	obovate	cymes	9-11				lanceolate	9-11			reddish-pink	narrowly lanceolate	18-22					rocky places	1650-2150	Original				0.608695652
Sempervivum_ossetiense	1	0		0	1.4	0.6	oblanceolate, oblong-oblanceolate	cymes					lanceolate				purple, pink						spring	on limestone	1520	Original				0.434782609
Sempervivum_pisidicum	1	0		0	3-5(-8.5)	1-1.8	oblong-spatulate	cymes		4-5		green	triangular		8-10	2-2.5	purple, green	linear-lanceolate			2			limestone and metamorphic rocks	1250-2400	Original				0.652173913
Sempervivum_pittonii	1	0	12-15	0	1.2-2.5	0.5-0.7	oblong-spatulate, lanceolate-obovate	cymes	9-12	3-7		green	lanceolate	9-12	10-14	1	greenish-yellow	linear-lanceolate, oblong-lanceolate	18-24		2			serpentine rocks		Original				0.826086957
Sempervivum_pumilum	1	0		0	1	0.3-0.4	lanceolate, oblong-lanceolate	cymes		5		reddish, purple	lanceolate		10		rose-purple	lanceolate, oblong-lanceolate						alpine zone and in xerophytic scrub	1300-3000	Original				0.565217391
Sempervivum_ruthenicum	1	0		0	5	1.5	oblong-obovate, obovate-cuneate	corymbiform		3-4		green	oblong-ovate, lanceolate		10	1.5	greenish-yellow, purple	linear, linear-lanceolate						sands and sandy soils, dry places, mostly in the lowland, sometimes in pine forests		Original				0.608695652
Sempervivum_sosnowskyi	1	0		0	6-8	1.5-2.5	oblong-spatulate	corymbose				reddish	oblong-ovate				yellowish-green, green	linear-lanceolate								Original				0.47826087
Sempervivum_tectorum	1	0	20-50	0	2-6	1-1.5	oblong-lanceolate	thyrsoid	13	8			lanceolate	13	9-12	2	dull pink, purple	linear-lanceolate	26					mountains, rocky places		Original				0.739130435
Sempervivum_thompsonianum	1	0	8	0	1.4	0.4	elliptic-lanceolate	cymes	10				lanceolate	10	9	2	pink, white, yellowish, greenish	narrowly lanceolate	20					limestone rocks	2150	Original				0.695652174
Sempervivum_transcaucasicum	1	0		0	1.5-2	1	oblanceolate, obovate	cymose		2-2.5			ovate-lanceolate		8-10	2	pale yellow, lavender	lanceolate						on igneous rocks	550-2700	Original				0.565217391
Sempervivum_wulfenii	1	0	15-25	0	3	1.2	oblong-spatulate	cymes	11-15				lanceolate	11-15	10	1.2	yellow	narrowly lanceolate	22-30					rocky places	1700-2700	Original				0.695652174
Sempervivum_zeleborii	1	0	12-20	0	2	0.8	oblong-obovate	cymes	9-12				ovate, ovate-lanceolate	9-12	9	1.5	bright yellow	narrowly lanceolate	18-24					dry places in mountains		Original				0.695652174
Sinocrassula_densirosulata	1				1-2.5	0.6-0.9	spatulate			2.5	0.8	green, red	triangular		4	1-1.2	yellow-green, red, purplish-red	triangular-lanceolate		3		1.2	summer	walls and moist places along rivers		Original				0.652173913
Sinocrassula_indica	1	0	5-60		0.8-4(-6)	0.3-1.5	ovate-suborbicular	paniculate		1.4-5	0.5-1.5	red	triangular		2.5-6	1-2	yellow, whitish, whitish-green, red, pale yellow, reddish, pinkish-yellow, greenish-yellow	lanceolate, ovate		3-4	1.5		spring, summer, fall, winter	dry clefts or rocky and shady cliffs, open dry situations amongst rocks and boulders, on rocks	450-4000	Original				0.782608696
Sinocrassula_yunnanensis	1		5-10		1.25-2.5	0.45-0.6	oblanceolate, spatulate, terete	corymbiform		1.8	1		linear-lanceolate		3-4	1.5	light yellowish, orange-red	oblong-lanceolate					fall		2500-2700	Original				0.608695652
Sinowilsonia_henryi	0	0	<=8	0.8-1.5	10-18	6-10.5		spicate, racemose	5	1.5			spatulate						5		3-5	8	spring	forests	800-1500	Original				0.608695652
Soyauxia_floribunda	0	0	<=914		8-27	3-8	oblong, elliptic		5					5			white			numerous		15		Rainforest		Original				0.47826087
Soyauxia_ledermannii	0	0							5	2-3	1-2.5			5	3-3.5	1.5-2				numerous				Rainforest		Original				0.391304348
Soyauxia_talbotii	0	0	<=305						5	3.5-4	3-4	green		5	4-4.5	2-3.5	white			numerous				Rainforest		Original				0.52173913
Suksdorfia_ranunculifolia	1	0	8-40	3-15	1-4		reniform, orbiculate	cymes	5	1.5-3		greenish	broadly triangular-ovate	5	3-5		white	elliptic, obovate	5	1.5	1	0.6-0.8	spring, summer	Wet, mossy, rocky crevices and cliffs	50-2200	Original				0.869565217
Suksdorfia_violacea	1	0	10-25(-40)	1-6	0.5-2		reniform, orbiculate	cymose panicles	5	2-3.5		greenish	narrowly triangular-lanceolate	5	6-9		pink, purple, white		5	1-1.5	0	0.5	spring, summer	Wet, mossy, rocky crevices and cliffs	0-3000	Original				0.826086957
Sullivantia_hapemanii	1	0	5-60			1-11		thyrses, cymes	5	0.6-1.7	0.6-1.2	green	triangular, triangular-ovate	5	2.5-3.1	1-1.8	white	ovate, ovate-lanceolate	5			0.9-1.7				Original				0.739130435
Sullivantia_oregana	1	0	5-45			1-12		thyrses, cymes	5	0.9-1.5	0.8-1.2	green	triangular	5	1.6-2.5	1-1.8	white	suborbiculate	5			1.1-1.7	spring, summer	moist, basaltic cliffs, typically near waterfalls	0-4000(-1400)	Original				0.782608696
Sullivantia_sullivantii	1	0	5-40			1-12		thyrses, cymes	5	0.8-1.5	0.6-1.1	green	triangular-ovate, lanceolate-oblong	5	1.7-3.5	0.7-1.6	white	ovate, lanceolate	5			0.7-1.2	spring, summer	moist limestone and sandstone cliffs	300-700	Original				0.782608696
Sycopsis_sinensis	0	0	<=14	0.8-1.8	5-12	2.5-4	ovate, lanceolate	spikes	5-6				ovate						5-10		5	5-7	spring, summer	mountain thickets, evergreen forests	1300-1500	Original				0.608695652
Tanakaea_radicans	1	0	6.5-12.5	1.1-6.5	1.1-3	0.8-2.9	ovate, broadly ovate, elliptic	cymose	(4-)5(-7)	1-1.9	0.4-0.6		narrowly ovate, lanceolate	0					(8-)10(-11)	3.3-3.5		2	spring, summer, fall	Wet shaded rocks		Original	dioecious			0.739130435
Telesonix_heucheriformis	1	0	30-230	(5-)10-50(-100)	9-50	13-70	reniform, orbiculate-cordate	panicles, cymes	5	3-6		purplish-green	lanceolate, ovate-lanceolate	5	3-6(-6.8)	1-3.5(-5)	violet-purple	ovate, spatulate	10	(1.9-)2.5-3.3(-3.8)			summer	crevices of calcareous rock faces	(1500-)2500-3500	Original				0.869565217
Telesonix_jamesii	1	0	6-18	10-45	1-3	1.4-4	reniform, orbiculate-cordate	panicles, cymes	5	2-6		purplish-green	lanceolate, ovate-lanceolate	5	(5-)7-11	(2-)4-7	crimson-purple	orbiculate	10	2.4-3.7			summer	crevices of granitic rock faces and talus	3000-3500	Original				0.869565217
Tellima_grandiflora	1	0	40-90	3-30	3.5-10		orbiculate, ovate	racemes	5	1-3			elliptic	5	3-7		greenish-white, cream, pinkish-red	obovate	10	0.8-1	1-1.5	0.8-1	spring, summer	moist forests, thickets, meadows, rocky slopes, often near streams	0-2000	Original				0.826086957
Tetracarpaea_tasmanica	0	0						racemes	4					4				spatulate	4,8					Mountains, subalpine		Original				0.304347826
Thompsonella_colliculosa	1	0			10-27	3.5-7	elliptic-oblanceolate			6-7	2						paleish, purplish-red, yellowish		10					deciduous tropical woodland	700	Original				0.391304348
Thompsonella_minutiflora	1	0			2-10	1-2.5	elliptic, oblanceolate, obovate	racemose		4-7	1.5-3				3.5-5.5	1.5-2.25	paleish, purplish-red, yellowish	oblong, elliptic	10					often on limestone	1650-2250	Original				0.565217391
Thompsonella_mixtecana	1	0	<=30		4-4.7	1.2-1.5	oblanceolate, obovate	paniculate		2-3.5		olive-green, grey	clavate		4-6	1.5-2	wine-red, pale		10					tropical decicuous forests	1700	Original				0.608695652
Thompsonella_platyphylla	1	0			5-9	1.8-3	elliptic-oblong	thyrses									paleish, purplish-red, yellowish		10							Original				0.347826087
Thompsonella_spathulata	1	0			3-4(-5)	1-2	spatulate	thyrses							5	2.25-2.75	paleish, purplish-red, yellowish		10							Original				0.434782609
Thompsonella_xochipalensis	1	0	<=22		1.5-6.5	2.5-5.5	lanceolate, ensiform	paniculate									glaucous-purplish-red		10							Original				0.391304348
Tiarella_cordifolia	1	0	15-40	2-20	3-13	3-10	cordate, ovate	racemes	5	1.5-3.5	0.5-1	whitish, pinkish	ovate, lanceolate	5	0.6-1	3-4.5	white, pinkish, purplish	oblanceolate, elliptic	10	2-6		0.9-1	spring, summer			Original				0.956521739
Tiarella_polyphylla	1	0	20-45	2-12	2-8	2.5-10	cordate	racemes	5	1.5	0.8	whitish, pinkish	ovate, lanceolate	5	2-8	2.5-10	white, pinkish, purplish	linear	10	2.5	1	1-1.4	summer	moist forests, shady wet places	1000-3800	Original				1
Tiarella_trifoliata	1	0	10-70	0.2-20	2-10	3-15	cordate, ovate	panicles	5	1-1.5	0.5-0.8	whitish, pinkish	ovate, lanceolate	5	2-3	0.5	white, pinkish, purplish	linear, subulate	10	3-4		1.2-1.5				Original				0.913043478
Tolmiea_menziesii	1	0	2.5-70				ovate	racemes	5			green, stripes-red-purple	ovate-triangular, elliptic-triangular, oblong-triangular	4			greenish, brown-purple	linear	3				spring, summer	moist woods, particularly along streams	0-1800	Original				0.565217391
Trichocladus_crinitus	0	0							(3-)4-5					4-5					5							Original	unisexual			0.217391304
Trichocladus_ellipticus	0	0	(200-)500-1000(-1800)	0.5-1.8	(1.2-)5-28	0.8-12	elliptic, obovate-elliptic, oblanceolate	capitate	(3-)4-5	2			round	4-5	9-17	1.7-2	white, greenish-yellow, yellow		5		1.3	5		Upland rainforest, often dominant by streams and in swampy places, also extending into riverine forest, Acacia lahai woodland and swamp forest	1140-2700	Original	unisexual			0.782608696
Trichocladus_grandiflorus	0	0							(3-)4-5					4-5					5							Original	unisexual			0.217391304
Trihaloragis_hexandra	0,1	0	8-37	0	1.5-2.5	0.3-0.6	lanceolate, oblanceolate, obovate, obcuneate	solitary, capitula	3	0.3-0.6		green	deltoid	3	1.7-2.5		green, cream		6							Original				0.695652174
Tylecodon_albiflorus	1	0	<=6		3-5.5	0.9-2.2	elliptic-spatulate, obovate	thyrses							12-15		green						spring, summer	Renosterveld		Original				0.434782609
Tylecodon_aurusbergensis	1	0	<=8		1.8-2	1.5-3.5	ovate, obovate-spatulate	cymes							10								summer	Succulent Karoo		Original				0.391304348
Tylecodon_bayeri	1	0			1.5-4	0.4-3.2	oblanceolate, ovate, elliptic	thyrses							10-12		yellow, brownish						summer	Succulent Karoo		Original				0.391304348
Tylecodon_buchholzianus	1	0	30		0.5-4	0.3-0.5	linear-terete, obovate	thyrses							10-15		purple, red-purple									Original				0.391304348
Tylecodon_cacalioides	1	0	<=50		6.8	0.4	linear, subterete	thyrses							17-25		sulphur-yellow						summer	Succulent Karoo		Original				0.434782609
Tylecodon_decipiens	1	0			0.5-1.4	0.6-1	oblanceolate	thyrses		2-3			triangular-lanceolate		9-10		white, pink						summer	Succulent Karoo		Original				0.47826087
Tylecodon_ellaphieae	1	0	1-6		2.3-4.5	1-2.8	oblanceolate, ovate, spatulate	thyrses							15		white						summer	Succulent Karoo, sheer quartzitic sandstone cliff-faces		Original				0.434782609
Tylecodon_faucium	1	0			1.5-3	0.5-1.2	oblanceolate, obovate, spatulate	thyrses							12-20		yellowish-green						summer	Succulent Karoo		Original				0.391304348
Tylecodon_fragilis	1	0	<=16		2.5-5	2-3	linear, terete	thyrses		2			triangular-lanceolate		<=10-12		yellowish-green						summer	Strandveld, Succulent Karoo, in rock crevices		Original				0.52173913
Tylecodon_grandiflorus	1	0			6-14	0.6-1.5	linear-elliptic, linear-oblanceolate	thyrses		7	2		linear-triangular		30-40		orange-red						summer	Strandveld, Renosterveld, Succulent Karoo		Original				0.52173913
Tylecodon_hallii	1	0	30		1.5-2.5	0.3-0.4	linear, linear-lanceolate, terete	thyrses		<=9			triangular		10-20		yellowish						spring	Succulent Karoo		Original				0.52173913
Tylecodon_hirtifolius	1	0	4-6		4-10	2.3-3.5	obovate, oblanceolate	thyrses							14-18								summer	Succulent Karoo		Original				0.391304348
Tylecodon_kritzingeri	1	0	<=100		2-4	0.2-0.4	linear, linear-elliptic	thyrses		5	2		triangular-lanceolate		20		maroon, reddish						summer	Succulent Karoo		Original				0.565217391
Tylecodon_leucothrix	1	0	5-18		2.5-7.5	0.8-1	elliptic, lanceolate, oblanceolate, terete	thyrses							6-10		white, pink						spring, summer	Succulent Karoo		Original				0.434782609
Tylecodon_nolteei	1	0	<=7	0	10-25	7-22	orbicular, elliptic	thyrses		2-3			triangular		12-13		cream-coloured, light pink						summer	Succulent Karoo, shale cliffs		Original				0.565217391
Tylecodon_occultans	1	0			1-2.5		orbicular	thyrses		2-3					12-15		pale yellow, yellowish-green						summer	quartz gravel flats in Succulent Karoo		Original				0.391304348
Tylecodon_paniculatus	1	0	<=250		0.5-0.9	0.2-0.4	elliptic, ovate, oblanceolate	thyrses							20		orange-yellow, red						spring, summer	Succulent Karoo, winter-rainfall regions		Original				0.434782609
Tylecodon_pearsonii	1	0			2.5-8	0.5-0.7	linear, linear-lanceolate, terete	thyrses							15		light brown						summer	Succulent Karoo		Original				0.391304348
Tylecodon_pusillus	1	0	<=4.5		0.4-1.2	0.5-1.7	reniform-obicular, cordate	thyrses							5-6		pale yellow						summer, fall	Succulent Karoo, pockets in quartzitic sandstones		Original				0.434782609
Tylecodon_pygmaeus	1	0	10-20		0.2-5	0.5-4.5	obovate, linear-oblanceolate, terete, clavate	thyrses							<=6		pale yellowish-green						summer	Succulent Karoo, quartz gravel flats		Original				0.434782609
Tylecodon_reticulatus	1	0	3-38		0.5-6	0.3-1	ovate, linear-lanceolate, linear-oblanceolate, terete	thyrses		2-4			lanceolate, triangular		6-8		yellowish-green						spring, summer	Succulent Karoo, quartz gravel flats		Original				0.52173913
Tylecodon_rubrovenosus	1	0	<=30				linear-lanceolate	thyrses		6-7					7-15		yellowish-green						spring, summer	Succulent Karoo, Nama Karoo		Original				0.391304348
Tylecodon_schaeferianus	1	0	7		0.5-1.5	0.6-1.2	obovate, elliptic, orbicular	thyrses							7-10		pink, white						summer			Original				0.434782609
Tylecodon_similis	1	0	10		0.3-1.5	0.3-0.7	terete, round, obovate, cordate	cymes							6-8		pale yellow, cream						spring, summer	Succulent Karoo		Original				0.434782609
Tylecodon_singularis	1	0			5-8		orbicular	thyrses							<=13		pale yellowish-green						spring, summer	Succulent Karoo, rare endemic on limestone		Original				0.347826087
Tylecodon_stenocaulis	1	0			0.7-3.5	0.5-0.7	terete, oblanceolate	thyrses							12-14		yellowish-green						summer	Succulent Karoo		Original				0.391304348
Tylecodon_striatus	1	0	18(-25)		3.5-10	3-6	linear, linear-oblanceolate, terete	thyrses							12-15		greenish-brown						summer	Succulent Karoo		Original				0.434782609
Tylecodon_suffultus	1	0			1-3	2-3	linear-elliptic	thyrses		3	1		linear-lanceolate		5-8		red-pink						summer	Succulent Karoo		Original				0.52173913
Tylecodon_sulphureus	1	0			0.5-2.5	0.2-0.8	elliptic-linear	thyrses							8-12		white, light pink, light yellowish-brown, pinkish-white						summer	Succulent Karoo, steep shady cliffs, quartz gravel flats		Original				0.391304348
Tylecodon_tenuis	1	0			0.8-1.8	0.4-0.8	subterete, narrow-elliptic, narrow-obovate, oblong, clavate	thyrses					triangular-lanceolate		8		green						summer	quartz gravel flats		Original				0.434782609
Tylecodon_torulosus	1	0	<=25		2.5-4	1.3-2.2	ovate, spatulate	thyrses							18-23		yellowish-green						summer	Succulent Karoo		Original				0.434782609
Tylecodon_tribblei	1	0	<=40		1.5-2	1-2	linear, subterete	thyrses		4	1				9-10		yellowish-green						summer	Succulent Karoo		Original				0.52173913
Tylecodon_tuberosus	1	0			1.3-3	0.5-1.2	elliptic, obovate, cuneate	thyrses							15-20		pale greenish-brown						summer	Succulent Karoo		Original				0.391304348
Tylecodon_ventricosus	1	0	<=16		4.5-9	0.5-2	obovate, subspatulate, linear-oblanceolate								22-25		greenish-yellow, stripes-purple						summer	Succulent Karoo and Renosterveld		Original				0.391304348
Tylecodon_viridiflorus	1	0	<=35		2-5.5	0.8-3	elliptic, oblanceolate, ovate	thyrses							14-20		greenish						summer	Succulent Karoo, rock-crevices		Original				0.434782609
Tylecodon_wallichii	1	0	50		6.5-9.5	5-6	terete, cuneate	thyrses		3	2		triangular		7-12		yellowish						summer	Succulent Karoo		Original				0.565217391
Umbilicus_botryoides	1	0			3-4		orbicular, peltate			<=2			oblong, ovate-triangular													Original				0.260869565
Umbilicus_erectus	1	0	20-60		3-7		orbicular, peltate, ovate-deltoid, linear	racemes	5				linear-lanceolate	5			greenish-yellow, red-brown	narrowly lanceolate	(5-)10					damp or shady rocks		Original				0.52173913
Umbilicus_heylandianus	1	0	60-100		<=7		peltate, lanceolate	racemes	5				ovate-lanceolate	5			bright yellow	ovate-lanceolate	5							Original				0.52173913
Umbilicus_horizontalis	1	0	20-50		2-5(-10)		orbicular, peltate, linear	racemes	5				ovate	5			greenish-yellow, white	lanceolate, triangular	(5-)10							Original				0.52173913
Umbilicus_oppositifolius	1	0	15-30		2.5-4	1.5-4	round-ovate	paniculate																		Original				0.304347826
Umbilicus_parviflorus	1	0	10-35		2-5	2-5	orbicular, cordate, subpeltate	racemes, panicles	5					5			yellow	lanceolate	(5-)10							Original				0.52173913
Umbilicus_rupestris	1	0	20-50		1.5-7		orbicular, peltate	racemes	5				ovate	5			whitish-green, straw-colored, pink	ovate	(5-)10							Original				0.52173913
Umbilicus_schmidtii	1	0					orbicular, peltate	racemes									dull dirty yellow		10(5)							Added from final tree				0.260869565
Umbilicus_tropaeolifolius	1	0					orbicular, peltate	panicles							4-5		cream, white		10(5)							Added from final tree				0.304347826
Villadia_albiflora	1	0	<=40		0.6-1.1	0.2-0.3	ovate, oblong	spikes, thyrses		3	2.5	pale green	broadly ovate		5-6	2.5	white, pink			3.5	0.2					Added from final tree				0.695652174
Villadia_aristata	1	0	10-30		0.8-1.6(-2.7)	0.2-0.35	oblong-lanceolate, oblong-obspatulate	spikes, racemes, thyrses		3.5-4.5(-5)	1.5-2		broadly lanceolate		3.1-3.7(-4.5)		greenish, white, rose, lavender			2.4-3	0.5			oak and conifer forests, dwarf forests, open alpine meadows, granite or mostly limestone	2200-3800	Added from final tree				0.608695652
Villadia_cucullata	1	0	20-50(-90)		1-3.5	0.2-0.4(-0.7)	subulate	thyrses		2-4	0.6-1.3	green, violet	triangular-lanceolate		3-5		red, yellow	elliptic-oblong, oblong-obovate			0.5			dry rocks, limestone, gypsum	1200-2400	Added from final tree				0.652173913
